Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
La Gorp;87584755;33380;c;109282;109282;73619;73619;106126;106126;74664;74664;53238;53238;37327;37327;29584;29584
La Jonchère-Saint-Maurice;87592337;87340;c;14497;14497;14282;14282;12096;12096;12394;12394;13285;13285;13579;13579;13240;13240
La Loupe;87394254;28240;b;407134;508918;319998;399998;384503;480629;350924;438656;360154;450193;359163;448954;365054;456318
La Norville - Saint-Germain-lès-Arpajon;87545459;91290;b;387213;387213;264282;264282;624015;624015;627405;627405;636395;636395;631898;631898;624240;624240
La Pomme;87751719;13720;c;14168;14168;8093;8093;8213;8213;5903;5903;7603;7603;5644;5644;4165;4165
La Redonne Ensuès;87753574;13820;c;43303;43303;28337;28337;46278;46278;41776;41776;46974;46974;40809;40809;47873;47873
La Ricamarie;87726703;42150;c;8736;8736;5261;5261;10351;10351;7720;7720;9797;9797;9443;9443;11867;11867
La Rivière-Drugeon;87715144;25560;c;28364;28364;26061;26061;24754;24754;23125;23125;23565;23565;18742;18742;17667;17667
La Roche-Maurice;87474262;29800;c;12300;12300;9792;9792;14028;14028;13113;13113;13963;13963;13568;13568;10990;10990
La Tricherie;87575183;86490;c;18020;18020;17968;17968;21736;21736;20676;20676;18790;18790;17366;17366;19769;19769
La Verpillière;87723395;38290;b;777685;972106;607146;758932;937186;1171483;850344;1062930;832502;1040627;735227;919034;750245;937806
Labège Innopole;87612002;31670;b;152333;190416;133473;166842;192154;240193;144726;180908;174725;218406;149503;186879;172479;215599
Lachaud Curmilhac;87731828;43013;c;922;922;985;985;1425;1425;2247;2247;1263;1263;903;903;879;879
Lalbenque - Fontanes;87613323;46230;c;20139;20139;12762;12762;8564;8564;5380;5380;7844;7844;7333;7333;7450;7450
Landas;87286575;59310;c;49163;49163;46040;46040;63157;63157;54818;54818;57432;57432;48366;48366;45176;45176
Landévant;87476234;56690;c;51225;51225;34646;34646;49467;49467;40947;40947;42063;42063;41967;41967;40203;40203
Laqueuille;87641274;63760;c;10098;10098;4694;4694;5991;5991;4582;4582;5552;5552;6937;6937;7770;7770
Laroquebrou;87645135;15150;c;2626;2626;2638;2638;3527;3527;3546;3546;3815;3815;4322;4322;5164;5164
Lavaveix-les-Mines;87597781;23150;c;41;41;23;23;93;93;92;92;198;198;404;404;1094;1094
Le Coudray-Montceaux;87681635;91830;c;58114;58114;67053;67053;87387;87387;89144;89144;91802;91802;92545;92545;93102;93102
Le Creusot - Montceau-les-Mines - Montchanin TGV;87694109;71210;a;500230;568443;393139;446749;691000;785227;688741;782660;732662;832570;723396;822040;750269;852578
Le Grau-du-Roi;87775866;30240;c;107133;107133;127601;127601;59262;59262;53899;53899;57017;57017;49797;49797;59445;59445
Le Luc - Le Cannet;87755405;83340;b;45132;56416;33909;42386;47512;59391;37872;47340;43411;54264;42798;53498;38783;48479
Le Merlerault;87444588;61240;c;5;5;17;17;726;726;521;521;483;483;593;593;573;573
Le Meux - La Croix-Saint-Ouen;87276733;60880;c;36443;36443;26071;26071;39014;39014;32022;32022;34707;34707;34528;34528;33071;33071
Le Péage-de-Roussillon;87722678;38550;b;699527;874409;578999;723749;865926;1082408;799488;999360;837606;1047008;786001;982502;792485;990606
Le Pont-de-Claix;87747519;38800;c;7025;7025;4685;4685;9383;9383;5805;5805;8034;8034;8184;8184;12466;12466
Le Pouliguen;87481762;44510;c;81603;81603;60000;60000;87996;87996;70391;70391;73484;73484;67304;67304;59068;59068
Le Rouget;87645192;15290;c;6491;6491;3554;3554;6155;6155;9298;9298;11043;11043;12407;12407;14420;14420
Le Stade;87381095;92700;b;2248596;2248596;1211425;1211425;2477161;2477161;2212788;2212788;2307206;2307206;2430476;2430476;2537738;2537738
Le Teich;87582601;33470;b;223906;226168;186120;188000;260169;262797;214704;216873;207080;209172;189804;191721;194788;196756
Le Theil - La Rouge;87396333;61260;c;15313;15313;13117;13117;20229;20229;18549;18549;18680;18680;20037;20037;21490;21490
Le Thor;87765453;84250;b;33501;41876;23166;28958;39760;49700;38304;47880;44403;55504;42567;53208;49717;62147
Le Verdon-sur-Mer;87581389;33123;c;12882;12882;7964;7964;10343;10343;6925;6925;7200;7200;5150;5150;7548;7548
Le Vernet d'Ariège;87611350;9700;c;10712;10712;4596;4596;9502;9502;8373;8373;12628;12628;14491;14491;12612;12612
Leforest;87345223;62790;b;189079;236349;186332;232915;270847;338559;239341;299177;248146;310182;224614;280768;222919;278649
Lentilly Charpenay;87566919;69210;b;156146;195182;124739;155924;227003;283754;211712;264640;222334;277917;182763;228454;155351;194189
Lérouville;87175240;55200;c;5824;5824;6658;6658;8591;8591;7383;7383;6023;6023;4815;4815;5307;5307
Les Bons Pères;87297515;59131;c;903;903;1569;1569;1919;1919;1004;1004;1068;1068;787;787;1070;1070
Les Boullereaux Champigny;87113779;94500;b;1915290;1915290;1240481;1240481;2828851;2828851;2834780;2834780;2831014;2831014;2779423;2779423;2717615;2717615
Les Églisottes-et-Chalaures;87584532;33230;c;16819;16819;18059;18059;21979;21979;17957;17957;15364;15364;14905;14905;12777;12777
Les Grésillons;87272146;92230;b;1536083;1536083;1229850;1229850;2754273;2754273;2688760;2688760;2643726;2643726;2550407;2550407;2446842;2446842
Les Longevilles-Rochejean;87715227;25370;;259;259;239;239;834;834;666;666;845;845;637;637;665;665
Les Moussoux;87746818;74400;c;1993;1993;1547;1547;3100;3100;3009;3009;2507;2507;2371;2371;2264;2264
Les Mureaux;87386680;78130;b;3678520;3678520;1739778;1739778;4212499;4212499;4169211;4169211;4152039;4152039;4054618;4054618;3943190;3943190
Les Salelles;87783514;48230;c;11;11;17;17;18;18;1;1;2;2;0;0;1;1
Les Yvris Noisy-le-Grand;87113803;93160;b;592431;592431;423167;423167;933786;933786;926641;926641;929718;929718;912202;912202;889783;889783
L'Estaque;87751602;13016;b;83389;104237;45211;56514;76570;95712;60832;76040;76554;95693;65513;81891;64348;80435
L'Herbergement - Les Brouzils;87486126;85260;c;80849;80849;64010;64010;97831;97831;90305;90305;89563;89563;82761;82761;73687;73687
L'Hospitalet-près-l'Andorre;87611517;9390;c;10849;10849;6753;6753;12852;12852;14734;14734;18765;18765;20230;20230;21743;21743
Libercourt;87345256;62820;b;599534;749418;550226;687783;839687;1049609;771411;964264;784942;981178;764323;955404;784994;981243
Lieusaint - Moissy;87682153;77127;b;4406661;4406661;2918963;2918963;5862953;5862953;5887369;5887369;5928369;5928369;5859154;5859154;5757090;5757090
Lille Porte de Douai;87287250;59000;c;26591;26591;19925;19925;31099;31099;27727;27727;23505;23505;21321;21321;19537;19537
Limoges Bénédictins;87592006;87000;a;1396497;1745621;1002380;1252976;1589836;1987295;1458785;1823482;1696236;2120295;1643729;2054661;1711530;2139413
Limoux;87615161;11300;c;17568;17568;7083;7083;7516;7516;4776;4776;6259;6259;7119;7119;6786;6786
L'Isle-Adam - Parmain;87276527;95290;b;855329;855329;462888;462888;927670;927670;901306;901306;892500;892500;871379;871379;849272;849272
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;87765479;84800;b;129368;139105;90311;97109;153294;164832;140170;150721;167058;179632;158846;170802;165896;178383
Lison;87447219;14330;b;133948;167436;95100;118875;170736;213420;190364;237956;223467;279334;209488;261860;227865;284832
Livron-sur-Drôme;87761247;26250;c;53716;53716;41665;41665;61938;61938;48642;48642;54515;54515;45918;45918;45386;45386
Lizy-sur-Ourcq;87116632;77440;b;319296;319296;176418;176418;370060;370060;362132;362132;356523;356523;344061;344061;329876;329876
Logelbach;87182345;68124;c;28695;28695;22194;22194;36187;36187;32443;32443;31769;31769;31194;31194;36040;36040
Loison-sous-Lens;87345231;62218;c;7817;7817;7162;7162;15112;15112;14600;14600;15199;15199;11559;11559;15488;15488
Longpont;87271775;2600;c;157;157;111;111;114;114;124;124;149;149;108;108;177;177
Longueville-sur-Scie;87415141;76590;c;25177;25177;21705;21705;29584;29584;24211;24211;25154;25154;20924;20924;21388;21388
Loreux;87576157;41200;c;5905;5905;4520;4520;4223;4223;4323;4323;4640;4640;4508;4508;4652;4652
Lorient Bretagne Sud;87476002;56100;a;1312177;1848137;962917;1356222;1390474;1958414;1222341;1721608;1243102;1750848;1165951;1642185;1184731;1668636
Lorraine TGV;87142109;57420;a;390064;650107;258584;430973;601834;1003056;583523;972539;683277;1138795;616699;1027831;647339;1078899
Louhans;87713735;71500;c;22091;22091;19482;19482;31418;31418;26942;26942;28890;28890;24194;24194;28046;28046
Louveciennes;87382457;78430;b;827992;827992;478388;478388;1015247;1015247;1001155;1001155;993261;993261;965641;965641;949312;949312
Luant;87597096;36350;c;1387;1387;655;655;107;107;30;30;268;268;755;755;924;924
Luc-la-Primaube;87615773;12450;c;7686;7686;5253;5253;6669;6669;4749;4749;5014;5014;4560;4560;5019;5019
Luçon;87486258;85400;c;44455;44455;26261;26261;54757;54757;55019;55019;61294;61294;60513;60513;66527;66527
Lunel;87773408;34400;b;589628;737036;386217;482771;513854;642318;629093;786366;794211;992764;779273;974091;773282;966603
Luzy;87696534;58170;c;27943;27943;18613;18613;28921;28921;25180;25180;29424;29424;26487;26487;24750;24750
Lycée Henri Sellier;87988717;93190;b;1320614;1320614;1621273;1621273;1335610;1335610;1332694;1332694;1338409;1338409;1316397;1316397;1288152;1288152
Lyon Part Dieu;87723197;69003;a;26187679;34916905;19541666;26055555;32587523;43450031;32555240;43406987;34874317;46499090;32525629;43367505;32411748;43215664
Lyon Saint-Exupéry TGV;87762906;69125;a;1404193;1755242;1117690;1397113;2392925;2991156;1781211;2226514;1490050;1862562;1245992;1557490;1241650;1552063
Mâcon Loché TGV;87725705;71000;a;340147;425184;241155;301444;468049;585061;431203;539004;458195;572743;425545;531931;426960;533700
Magnette;87641365;3260;c;1312;1312;937;937;2288;2288;4108;4108;4979;4979;4824;4824;2356;2356
Magny - Blandainville;87394429;28120;c;8348;8348;3076;3076;4625;4625;4639;4639;2665;2665;2565;2565;1987;1987
Maillé;87575068;37800;c;21401;21401;14529;14529;23699;23699;20413;20413;20861;20861;19398;19398;19791;19791
Maizières-lès-Metz;87191106;57210;b;177405;182892;145265;149758;233235;240448;216656;223356;243032;250548;236360;243670;247054;254695
Malesherbes;87684415;45330;c;271589;271589;224094;224094;411354;411354;431003;431003;452088;452088;463114;463114;476343;476343
Mantes Station;87381590;78200;b;913016;913016;469967;469967;883928;883928;899086;899086;921694;921694;922332;922332;921561;921561
Marignier;87746347;74970;b;136930;171163;116703;145879;146796;183496;131087;163859;133079;166349;110740;138425;99742;124677
Marlieux - Châtillon;87723767;1240;b;102131;127663;78631;98289;119224;149030;102360;127950;106378;132973;96291;120364;100901;126126
Marmagne;87576132;18500;c;5677;5677;4351;4351;6292;6292;5714;5714;6942;6942;7274;7274;6778;6778
Marmande;87586545;47200;b;408069;510087;302288;377860;475299;594124;419848;524811;445085;556357;419885;524856;433512;541890
Marne-la-Vallée Chessy;87111849;77111;a;3312209;3443646;2492919;2591844;5432886;5648477;5996489;6234445;6009276;6247740;5418784;5633816;5443822;5659847
Marolles-en-Hurepoix;87545186;91630;b;1357659;1357659;650678;650678;1441406;1441406;1404670;1404670;1389667;1389667;1341273;1341273;1287884;1287884
Marseille Blancarde;87751081;13004;b;556092;695115;392563;490704;504437;630546;424347;530434;436131;545163;380068;475085;319669;399587
Massy - Palaiseau;87393579;91300;b;4675988;4675988;635645;635645;4478681;4478681;4509521;4509521;4592605;4592605;4554175;4554175;4508499;4508499
Matzenheim;87214130;67150;c;36149;36149;32291;32291;35607;35607;30896;30896;33544;33544;32394;32394;32089;32089
Maubeuge;87295006;59600;b;412450;644453;337479;527311;527684;824507;477615;746274;481661;752595;431890;674829;475237;742558
Maurois;87345546;59980;c;158;158;179;179;337;337;474;474;112;112;606;606;1118;1118
Mauves-sur-Loire;87481150;44470;c;19867;19867;10727;10727;20802;20802;18128;18128;18573;18573;16388;16388;16069;16069
Mauzac-et-Grand-Castang;87584466;24150;c;474;474;169;169;335;335;391;391;947;947;1095;1095;1639;1639
Mauzé-sur-le-Mignon;87485250;79210;c;78150;78150;68328;68328;77183;77183;67241;67241;58614;58614;51344;51344;52534;52534
Mazamet;87615542;81200;c;52112;52112;40290;40290;55808;55808;48875;48875;61909;61909;58346;58346;60454;60454
Meaux;87116103;77100;b;8727614;8727614;649234;649234;9490751;9490751;9260830;9260830;9061287;9061287;8698195;8698195;8321142;8321142
Melun;87682005;77000;b;13114808;13114808;7704662;7704662;15787310;15787310;15706181;15706181;15647375;15647375;15301762;15301762;14897282;14897282
Menton;87756486;6500;b;1334327;1667908;1106504;1383130;1935727;2419659;1704152;2130190;1846053;2307566;1612481;2015602;1573073;1966341
Méry-sur-Oise;87276667;95540;b;628515;628515;488175;488175;670612;670612;675032;675032;648598;648598;643575;643575;636775;636775
Mesves - Bulcy;87696187;58400;c;3720;3720;3830;3830;3183;3183;3006;3006;3581;3581;4583;4583;5750;5750
Metzeral;87182816;68380;c;50116;50116;45391;45391;54194;54194;62744;62744;65992;65992;65268;65268;66614;66614
Mohon;87172155;8000;c;8285;8285;5904;5904;13533;13533;12387;12387;17574;17574;13664;13664;17313;17313
Moissac;87611889;82200;c;87547;87547;63551;63551;77068;77068;66280;66280;83915;83915;83344;83344;81273;81273
Monestier-de-Clermont;87747592;38650;c;24324;24324;16152;16152;27898;27898;23908;23908;31707;31707;29181;29181;29440;29440
Monéteau - Gurgy;87683557;89470;c;8713;8713;11047;11047;16007;16007;16274;16274;21150;21150;16139;16139;17069;17069
Montaigu;87481465;85600;b;274796;343495;216542;270678;320635;400794;314293;392866;327763;409704;317754;397193;322737;403421
Montataire;87276618;60160;c;42796;42796;25650;25650;42097;42097;32123;32123;33684;33684;32742;32742;26930;26930
Montbazon;87571406;37250;c;7251;7251;7924;7924;11899;11899;9948;9948;9619;9619;11089;11089;12330;12330
Montbrison;87726448;42600;b;104065;130081;84454;105568;148530;185662;136654;170818;157039;196299;136029;170037;160660;200826
Montceau-les-Mines;87694620;71300;c;78743;78743;66643;66643;71447;71447;53885;53885;54713;54713;50722;50722;56742;56742
Montfort-sur-Meu;87471078;35160;b;323466;404333;291403;364254;417962;522453;361647;452059;344458;430572;321844;402305;317441;396801
Monthermé;87172056;8800;b;117417;146772;103013;128766;95726;119657;104713;130891;119705;149631;124549;155687;134145;167681
Montlouis-sur-Loire;87571273;37270;c;19529;19529;14161;14161;20874;20874;19364;19364;20668;20668;21990;21990;21804;21804
Montmoreau;87583674;16190;c;13875;13875;9910;9910;14114;14114;10751;10751;9864;9864;8077;8077;8848;8848
Montpellier Saint-Roch;87773002;34011;a;5850564;9286609;4220874;6699801;6393777;10148853;7123630;11307349;8667721;13758287;8131336;12906884;8013271;12719479
Mont-sur-Meurthe;87141143;54360;c;10240;10240;8703;8703;10788;10788;9382;9382;9930;9930;12366;12366;12404;12404
Morières-lès-Avignon;87765420;84310;c;22663;22663;17394;17394;29589;29589;30776;30776;34923;34923;32980;32980;31540;31540
Motteville;87411280;76970;c;54932;54932;61279;61279;89599;89599;82013;82013;83730;83730;82711;82711;94628;94628
Moulins sur Allier;87696328;3000;b;599672;689278;465073;534566;729618;838641;677474;778706;746273;857785;708622;814508;755149;867988
Moustéru;87473512;22200;c;975;975;1277;1277;1525;1525;867;867;552;552;748;748;244;244
Muhlbach-sur-Munster;87182733;68380;c;28499;28499;29649;29649;31410;31410;28888;28888;30407;30407;31929;31929;31602;31602
Mulhouse Musées;87534339;68200;c;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Muret;87611038;31600;b;765572;956966;657802;822253;736364;920455;647461;809327;817425;1021781;844200;1055250;953207;1191508
Narbonne;87781104;11100;a;1569858;1962323;1045543;1306928;1238902;1548627;1225596;1531995;1498171;1872714;1508061;1885076;1439839;1799799
Nemours - Saint-Pierre;87684126;77140;b;1279368;1279368;772805;772805;1507877;1507877;1532858;1532858;1565806;1565806;1563912;1563912;1561329;1561329
Neufchâteau;87141291;88300;c;57545;57545;47657;47657;73661;73661;87866;87866;93348;93348;80656;80656;80707;80707
Neufchâtel-Hardelot;87317099;62152;c;13625;13625;10591;10591;11140;11140;9837;9837;11945;11945;11256;11256;10990;10990
Nevers Le Banlay;87559070;58000;c;68827;68827;61090;61090;45742;45742;47715;47715;52362;52362;47888;47888;44787;44787
Nice;87756056;6008;a;6631770;7711360;5221606;6071635;9517119;11066418;8415150;9785058;9028045;10497727;8030193;9337434;8394842;9761445
Nîmes Pont du Gard;87703975;30129;a;590063;737579;405086;506358;15135;18919;0;0;0;0;0;0;0;0
Niolon;87753582;13016;c;44390;44390;27090;27090;34070;34070;29873;29873;31446;31446;29452;29452;34892;34892
Niort;87485300;79000;a;1076078;1345097;805350;1006688;1233309;1541637;1166545;1458181;1255491;1569364;1269730;1587163;1234566;1543207
Nogent - Le Perreux;87113746;94130;b;3079817;3079817;2091668;2091668;4819859;4819859;4841770;4841770;4864227;4864227;4806191;4806191;4716682;4716682
Nointel - Mours;87276758;95590;b;351212;351212;207757;207757;430630;430630;421212;421212;408289;408289;403564;403564;397988;397988
Nouvion-sur-Meuse;87172213;8160;c;55944;55944;45387;45387;45483;45483;45054;45054;55084;55084;61589;61589;60999;60999
Novillars;87718411;25220;c;3500;3500;3548;3548;5509;5509;4642;4642;6307;6307;5781;5781;7068;7068
Noyal - Acigné;87471540;35530;b;158526;158526;141669;141669;216068;216068;167904;167904;144860;144860;138660;138660;143357;143357
Nuits sous Ravières;87713156;89390;c;30584;30584;22087;22087;34707;34707;27520;27520;30273;30273;29463;29463;31124;31124
Ondres;87673319;40440;c;14529;14529;11897;11897;15794;15794;8719;8719;8701;8701;6185;6185;7220;7220
Orange;87765107;84100;b;330499;413124;218227;272784;390348;487935;378570;473212;462681;578352;413419;516774;416136;520170
Orléans;87543009;45000;a;2885388;3606735;2071845;2589806;3417122;4271403;3436479;4295598;3680857;4601071;3407093;4258867;3557414;4446767
Ors;87295667;59360;c;220;220;270;270;792;792;523;523;141;141;226;226;231;231
Pamiers;87611343;9100;b;270418;338022;178137;222671;295200;369000;267380;334225;345524;431905;341778;427223;354474;443092
Paris Austerlitz;87547000;75013;a;22281301;22814864;13203603;13602554;21682820;22423095;21821140;22535671;23212805;24037704;23073881;23872118;23300254;24119239
Paris Est;87113001;75010;a;27758686;35041906;21580625;27242868;41240098;52060520;39301206;49612908;38455354;48545125;35820125;45218475;34919689;44081786
Paris Saint-Lazare;87384008;75008;a;91502192;122002923;114468385;152624513;107340421;143120561;108075780;144101040;109956754;146609005;108771941;145029255;107165727;142887636
